#Motion tracking data recorded with Pytrak 0.2.0
time,sensor,x,y,z,quality
22300,3,132.1594,-265.2117,-346.6951,2980.0
22301,1,162.9668,-259.1842,-340.8908,2668.0
22301,2,162.9668,-244.2270,-344.0162,2892.0
22301,3,131.9361,-264.7652,-347.1416,2972.0
22302,1,162.9668,-258.7377,-341.3373,2656.0
22302,2,162.9668,-243.7805,-344.4627,2884.0
22302,3,131.9361,-264.5420,-347.5881,2968.0
22304,1,162.7436,-258.5145,-342.0070,2648.0
22304,2,162.7436,-243.5572,-344.9092,2876.0
22304,3,131.9361,-264.0955,-348.0346,2960.0
22305,1,162.7436,-258.0680,-342.4535,2640.0
22305,2,162.7436,-243.1107,-345.3557,2868.0
22305,3,131.9361,-263.8723,-348.7043,2956.0
22306,1,162.7436,-257.8447,-342.9000,2632.0
22306,2,162.7436,-242.8875,-345.8021,2860.0
22306,3,131.9361,-263.4258,-349.1508,2952.0
22308,1,162.7436,-257.3982,-343.3465,2620.0
22308,2,162.7436,-242.4410,-346.4719,2852.0
22308,3,131.9361,-262.9793,-349.5973,2944.0
22311,1,162.5203,-256.7285,-344.4627,2604.0
22311,2,162.5203,-241.7713,-347.3648,2836.0
22311,3,131.7129,-262.3096,-350.7135,2932.0
22312,1,162.5203,-256.5053,-344.9092,2592.0
22312,2,162.5203,-241.3248,-347.8113,2828.0
22312,3,131.7129,-261.8631,-351.1600,2928.0
22315,1,162.2971,-255.6123,-346.0254,2576.0
22315,2,162.2971,-240.6551,-348.7043,2812.0
22315,3,131.7129,-261.1934,-352.2762,2916.0
22316,1,162.2971,-255.3891,-346.4719,2568.0
22316,2,162.2971,-240.2086,-349.3740,2804.0
22316,3,131.7129,-260.7469,-352.7227,2908.0
22317,1,162.0738,-254.9426,-346.9184,2556.0
22317,2,162.2971,-239.7621,-349.8205,2796.0
22317,3,131.7129,-260.3004,-353.3924,2904.0
22319,1,162.0738,-254.4961,-347.5881,2548.0
22319,2,162.2971,-239.5389,-350.2670,2788.0
22319,3,131.4896,-259.8539,-353.8389,2896.0
22320,1,162.0738,-254.2729,-348.0346,2540.0
22320,2,162.0738,-239.0924,-350.7135,2780.0
22320,3,131.4896,-259.4074,-354.2854,2892.0
22321,1,162.0738,-253.8264,-348.4811,2532.0
22321,2,162.0738,-238.6459,-351.1600,2776.0
22321,3,131.4896,-259.1842,-354.9551,2884.0
22323,1,161.8506,-253.3799,-348.9275,2524.0
22323,2,162.0738,-238.4227,-351.6064,2768.0
22323,3,131.4896,-258.7377,-355.4016,2880.0
22324,1,161.8506,-253.1566,-349.5973,2512.0
22324,2,162.0738,-237.9762,-352.0529,2760.0
22324,3,131.4896,-258.2912,-355.8480,2872.0
22327,1,161.6273,-252.2637,-350.4902,2496.0
22327,2,161.8506,-237.0832,-353.1691,2744.0
22327,3,131.2664,-257.3982,-356.9643,2860.0
22328,1,161.6273,-252.0404,-350.9367,2488.0
22328,2,161.8506,-236.8600,-353.6156,2736.0
22328,3,131.2664,-256.9518,-357.4107,2856.0
22330,1,161.6273,-251.5939,-351.3832,2480.0
22330,2,161.6273,-236.4135,-354.0621,2732.0
22330,3,131.2664,-256.7285,-357.8572,2848.0
22331,1,161.6273,-251.1475,-352.0529,2468.0
22331,2,161.6273,-235.9670,-354.5086,2724.0
22331,3,131.2664,-256.2820,-358.3037,2844.0
22332,1,161.4041,-250.7010,-352.4994,2460.0
22332,2,161.6273,-235.5205,-354.9551,2716.0
22332,3,131.2664,-255.8355,-358.7502,2840.0
22334,1,161.4041,-250.4777,-352.9459,2452.0
22334,2,161.6273,-235.2973,-355.4016,2708.0
22334,3,131.2664,-255.3891,-359.4199,2832.0
22335,1,161.4041,-250.0312,-353.3924,2444.0
22335,2,161.4041,-234.8508,-355.8480,2704.0
22335,3,131.2664,-254.9426,-359.8664,2828.0
22336,1,161.1809,-249.5848,-353.8389,2436.0
22336,2,161.4041,-234.4043,-356.2945,2696.0
22336,3,131.0432,-254.4961,-360.3129,2820.0
22338,1,161.1809,-249.1383,-354.2854,2428.0
22338,2,161.4041,-233.9578,-356.7410,2688.0
22338,3,131.0432,-254.0496,-360.7594,2816.0
22339,1,161.1809,-248.9150,-354.9551,2420.0
22339,2,161.4041,-233.5113,-357.1875,2684.0
22339,3,131.0432,-253.6031,-361.2059,2812.0
22342,1,160.9576,-248.0221,-355.8480,2404.0
22342,2,161.1809,-232.8416,-358.0805,2668.0
22342,3,131.0432,-252.7102,-362.3221,2800.0
22343,1,160.9576,-247.5756,-356.2945,2396.0
22343,2,161.1809,-232.3951,-358.5270,2664.0
22343,3,131.0432,-252.2637,-362.7686,2792.0
22345,1,160.9576,-247.1291,-356.7410,2388.0
22345,2,161.1809,-231.9486,-358.9734,2656.0
22345,3,130.8199,-251.8172,-363.2150,2788.0
22346,1,160.9576,-246.6826,-357.1875,2380.0
22346,2,161.1809,-231.5021,-359.4199,2648.0
22346,3,130.8199,-251.5939,-363.6615,2780.0
22347,1,160.7344,-246.4594,-357.6340,2372.0
22347,2,160.9576,-231.0557,-359.8664,2644.0
22347,3,130.8199,-251.1475,-364.1080,2776.0
22349,1,160.7344,-246.0129,-358.0805,2364.0
22349,2,160.9576,-230.6092,-360.3129,2636.0
22349,3,130.8199,-250.7010,-364.5545,2768.0
22350,1,160.7344,-245.5664,-358.5270,2356.0
22350,2,160.9576,-230.1627,-360.7594,2628.0
22350,3,130.8199,-250.2545,-365.0010,2764.0
22351,1,160.7344,-245.1199,-358.9734,2348.0
22351,2,160.9576,-229.7162,-361.2059,2624.0
22351,3,130.8199,-249.8080,-365.4475,2760.0
22353,1,160.5111,-244.6734,-359.4199,2340.0
22353,2,160.9576,-229.4930,-361.6523,2616.0
22353,3,130.8199,-249.3615,-365.8939,2752.0
22354,1,160.5111,-244.2270,-359.8664,2332.0
22354,2,160.7344,-229.0465,-362.0988,2612.0
22354,3,130.5967,-248.9150,-366.3404,2748.0
22356,1,160.5111,-243.7805,-360.3129,2324.0
22356,2,160.7344,-228.6000,-362.5453,2604.0
22356,3,130.5967,-248.4686,-366.7869,2740.0
22357,1,160.5111,-243.3340,-360.7594,2316.0
22357,2,160.7344,-228.1535,-362.9918,2600.0
22357,3,130.5967,-248.0221,-367.2334,2736.0
22358,1,160.5111,-242.8875,-361.2059,2308.0
22358,2,160.7344,-227.7070,-363.4383,2592.0
22358,3,130.5967,-247.5756,-367.6799,2728.0
22360,1,160.2879,-242.6643,-361.6523,2304.0
22360,2,160.5111,-227.2605,-363.8848,2584.0
22360,3,130.5967,-247.1291,-368.1264,2724.0
22361,1,160.2879,-242.2178,-362.0988,2296.0
22361,2,160.5111,-226.8141,-364.3312,2580.0
22361,3,130.5967,-246.6826,-368.5729,2716.0
22364,1,160.2879,-241.3248,-362.9918,2280.0
22364,2,160.5111,-225.9211,-365.2242,2568.0
22364,3,130.3734,-245.7896,-369.4658,2704.0
22365,1,160.0646,-240.8783,-363.4383,2272.0
22365,2,160.5111,-225.4746,-365.6707,2560.0
22365,3,130.3734,-245.3432,-369.9123,2700.0
22366,1,160.0646,-240.4318,-363.8848,2268.0
22366,2,160.2879,-225.0281,-366.1172,2556.0
22366,3,130.3734,-244.6734,-370.3588,2696.0
22368,1,160.0646,-239.9854,-364.3312,2260.0
22368,2,160.2879,-224.5816,-366.5637,2548.0
22368,3,130.3734,-244.2270,-370.8053,2688.0
22369,1,160.0646,-239.5389,-364.7777,2252.0
22369,2,160.2879,-224.1352,-366.7869,2544.0
22369,3,130.1502,-243.7805,-371.2518,2684.0
22371,1,159.8414,-239.0924,-365.2242,2248.0
22371,2,160.2879,-223.6887,-367.2334,2536.0
22371,3,130.1502,-243.3340,-371.6982,2676.0
22372,1,159.8414,-238.6459,-365.6707,2240.0
22372,2,160.0646,-223.2422,-367.6799,2532.0
22372,3,130.1502,-242.8875,-372.1447,2672.0
22373,1,159.8414,-237.9762,-366.1172,2232.0
22373,2,160.0646,-222.7957,-368.1264,2524.0
22373,3,130.1502,-242.4410,-372.5912,2664.0
22377,1,159.6182,-236.6367,-367.4566,2212.0
22377,2,160.0646,-221.2330,-369.4658,2508.0
22377,3,129.9270,-241.1016,-373.7074,2648.0
22379,1,159.6182,-236.1902,-367.9031,2208.0
22379,2,159.8414,-220.7865,-369.6891,2504.0
22379,3,129.9270,-240.4318,-374.1539,2644.0
22380,1,159.3949,-235.7437,-368.3496,2200.0
22380,2,159.8414,-220.3400,-370.1355,2496.0
22380,3,129.9270,-239.9854,-374.6004,2640.0
22381,1,159.3949,-235.2973,-368.7961,2192.0
22381,2,159.8414,-219.8936,-370.5820,2492.0
22381,3,129.9270,-239.5389,-375.0469,2632.0
22383,1,159.3949,-234.8508,-369.2426,2188.0
22383,2,159.8414,-219.4471,-371.0285,2484.0
22383,3,129.7037,-239.0924,-375.4934,2628.0
22384,1,159.3949,-234.4043,-369.6891,2180.0
22384,2,159.8414,-219.0006,-371.4750,2480.0
22384,3,129.7037,-238.6459,-375.9398,2620.0
22386,1,159.3949,-233.9578,-370.1355,2176.0
22386,2,159.6182,-218.5541,-371.6982,2476.0
22386,3,129.7037,-238.1994,-376.3863,2616.0
22387,1,159.1717,-233.5113,-370.5820,2168.0
22387,2,159.6182,-218.1076,-372.1447,2468.0
22387,3,129.7037,-237.5297,-376.6096,2612.0
22388,1,159.1717,-233.0648,-370.8053,2160.0
22388,2,159.6182,-217.6611,-372.5912,2464.0
22388,3,129.7037,-237.0832,-377.0561,2604.0
22390,1,159.1717,-232.6184,-371.2518,2156.0
22390,2,159.6182,-217.2146,-373.0377,2460.0
22390,3,129.7037,-236.6367,-377.5025,2600.0
22391,1,159.1717,-231.9486,-371.6982,2148.0
22391,2,159.6182,-216.5449,-373.2609,2452.0
22391,3,129.7037,-236.1902,-377.9490,2596.0
22392,1,159.1717,-231.5021,-372.1447,2144.0
22392,2,159.6182,-216.0984,-373.7074,2448.0
22392,3,129.4805,-235.7437,-378.3955,2588.0
22394,1,159.1717,-231.0557,-372.5912,2136.0
22394,2,159.6182,-215.6520,-374.1539,2444.0
22394,3,129.4805,-235.0740,-378.6187,2584.0
22395,1,158.9484,-230.6092,-373.0377,2132.0
22395,2,159.3949,-215.2055,-374.3771,2436.0
22395,3,129.4805,-234.6275,-379.0652,2580.0
22397,1,158.9484,-230.1627,-373.2609,2124.0
22397,2,159.3949,-214.7590,-374.8236,2432.0
22397,3,129.4805,-234.1811,-379.5117,2572.0
22398,1,158.9484,-229.7162,-373.7074,2120.0
22398,2,159.3949,-214.3125,-375.2701,2428.0
22398,3,129.4805,-233.7346,-379.9582,2568.0
22399,1,158.9484,-229.2697,-374.1539,2112.0
22399,2,159.3949,-213.6428,-375.4934,2424.0
22399,3,129.4805,-233.0648,-380.1814,2564.0
22401,1,158.9484,-228.6000,-374.6004,2108.0
22401,2,159.3949,-213.1963,-375.9398,2416.0
22401,3,129.4805,-232.6184,-380.6279,2560.0
22402,1,158.9484,-228.1535,-375.0469,2100.0
22402,2,159.3949,-212.7498,-376.3863,2412.0
22402,3,129.4805,-232.1719,-381.0744,2552.0
22403,1,158.9484,-227.7070,-375.2701,2096.0
22403,2,159.3949,-212.3033,-376.6096,2408.0
22403,3,129.4805,-231.7254,-381.5209,2548.0
22405,1,158.7252,-227.2605,-375.7166,2088.0
22405,2,159.3949,-211.8568,-377.0561,2404.0
22405,3,129.4805,-231.0557,-381.7441,2544.0
22406,1,158.7252,-226.8141,-376.1631,2084.0
22406,2,159.3949,-211.4104,-377.5025,2396.0
22406,3,129.4805,-230.6092,-382.1906,2536.0
22407,1,158.7252,-226.1443,-376.6096,2076.0
22407,2,159.1717,-210.7406,-377.7258,2392.0
22407,3,129.2572,-230.1627,-382.6371,2532.0
22409,1,158.7252,-225.6979,-376.8328,2072.0
22409,2,159.1717,-210.2941,-378.1723,2388.0
22409,3,129.2572,-229.7162,-382.8604,2528.0
22410,1,158.7252,-225.2514,-377.2793,2064.0
22410,2,159.1717,-209.8477,-378.6187,2384.0
22410,3,129.2572,-229.0465,-383.3068,2524.0
22412,1,158.7252,-224.8049,-377.7258,2060.0
22412,2,159.1717,-209.4012,-378.8420,2380.0
22412,3,129.2572,-228.6000,-383.7533,2516.0
22413,1,158.7252,-224.1352,-378.1723,2056.0
22413,2,159.1717,-208.7314,-379.2885,2376.0
22413,3,129.2572,-228.1535,-384.1998,2512.0
22414,1,158.7252,-223.6887,-378.3955,2048.0
22414,2,159.1717,-208.2850,-379.5117,2372.0
22414,3,129.2572,-227.4838,-384.4230,2508.0
22418,1,158.5020,-222.1260,-379.5117,2032.0
22418,2,159.1717,-206.7223,-380.6279,2356.0
22418,3,129.2572,-225.9211,-385.5393,2492.0
22420,1,158.5020,-221.6795,-379.9582,2028.0
22420,2,159.1717,-206.2758,-381.0744,2352.0
22420,3,129.2572,-225.4746,-385.9857,2488.0
22421,1,158.5020,-221.2330,-380.1814,2020.0
22421,2,159.1717,-205.8293,-381.2977,2348.0
22421,3,129.2572,-224.8049,-386.2090,2484.0
22422,1,158.5020,-220.5633,-380.6279,2016.0
22422,2,159.1717,-205.1596,-381.7441,2344.0
22422,3,129.2572,-224.3584,-386.6555,2480.0
22424,1,158.5020,-220.1168,-381.0744,2012.0
22424,2,159.1717,-204.7131,-381.9674,2340.0
22424,3,129.2572,-223.9119,-387.1020,2476.0
22425,1,158.5020,-219.6703,-381.2977,2004.0
22425,2,159.1717,-204.2666,-382.4139,2336.0
22425,3,129.2572,-223.2422,-387.3252,2468.0
22427,1,158.5020,-219.0006,-381.7441,2000.0
22427,2,158.9484,-203.5969,-382.6371,2332.0
22427,3,129.2572,-222.7957,-387.7717,2464.0
22428,1,158.5020,-218.5541,-381.9674,1996.0
22428,2,158.9484,-203.1504,-383.0836,2328.0
22428,3,129.2572,-222.1260,-387.9949,2460.0
22429,1,158.5020,-218.1076,-382.4139,1988.0
22429,2,158.9484,-202.7039,-383.3068,2324.0
22429,3,129.2572,-221.6795,-388.4414,2456.0
22431,1,158.5020,-217.4379,-382.6371,1984.0
22431,2,158.9484,-202.2574,-383.7533,2320.0
22431,3,129.2572,-221.2330,-388.6646,2452.0
22433,1,158.5020,-216.5449,-383.3068,1976.0
22433,2,158.9484,-201.1412,-384.4230,2312.0
22433,3,129.2572,-220.1168,-389.3344,2440.0
22435,1,158.2787,-216.0984,-383.7533,1968.0
22435,2,158.9484,-200.4715,-384.6463,2308.0
22435,3,129.2572,-219.4471,-389.7809,2436.0
22436,1,158.2787,-215.4287,-383.9766,1964.0
22436,2,158.9484,-200.0250,-384.8695,2304.0
22436,3,129.2572,-219.0006,-390.0041,2432.0
22437,1,158.2787,-214.9822,-384.4230,1960.0
22437,2,158.9484,-199.5785,-385.3160,2300.0
22437,3,129.0340,-218.5541,-390.4506,2428.0
22439,1,158.2787,-214.5357,-384.6463,1956.0
22439,2,158.9484,-198.9088,-385.5393,2296.0
22439,3,129.0340,-217.8844,-390.6738,2424.0
22440,1,158.2787,-213.8660,-385.0928,1952.0
22440,2,158.9484,-198.4623,-385.7625,2292.0
22440,3,129.0340,-217.4379,-391.1203,2420.0
22442,1,158.2787,-213.4195,-385.3160,1948.0
22442,2,158.9484,-198.0158,-386.2090,2288.0
22442,3,129.0340,-216.7682,-391.3436,2416.0
22443,1,158.2787,-212.7498,-385.7625,1940.0
22443,2,158.9484,-197.3461,-386.4322,2284.0
22443,3,129.0340,-216.3217,-391.7900,2412.0
22444,1,158.2787,-212.3033,-385.9857,1936.0
22444,2,158.7252,-196.8996,-386.6555,2280.0
22444,3,129.0340,-215.6520,-392.0133,2404.0
22448,1,158.2787,-210.7406,-386.8787,1924.0
22448,2,158.7252,-195.3369,-387.5484,2268.0
22448,3,129.0340,-214.0893,-392.9062,2392.0
22450,1,158.0555,-210.0709,-387.3252,1920.0
22450,2,158.7252,-194.6672,-387.7717,2264.0
22450,3,129.0340,-213.4195,-393.1295,2388.0
22451,1,158.0555,-209.6244,-387.5484,1916.0
22451,2,158.7252,-194.2207,-388.2182,2260.0
22451,3,129.0340,-212.9730,-393.5760,2384.0
22452,1,158.0555,-208.9547,-387.7717,1912.0
22452,2,158.7252,-193.7742,-388.4414,2256.0
22452,3,129.0340,-212.3033,-393.7992,2384.0
22454,1,158.0555,-208.5082,-388.2182,1908.0
22454,2,158.7252,-193.1045,-388.6646,2252.0
22454,3,129.0340,-211.8568,-394.0225,2380.0
22455,1,158.0555,-207.8385,-388.4414,1904.0
22455,2,158.7252,-192.6580,-388.8879,2252.0
22455,3,129.0340,-211.1871,-394.4689,2376.0
22457,1,158.0555,-207.3920,-388.6646,1900.0
22457,2,158.7252,-191.9883,-389.1111,2248.0
22457,3,129.0340,-210.7406,-394.6922,2372.0
22458,1,158.0555,-206.9455,-388.8879,1896.0
22458,2,158.7252,-191.5418,-389.3344,2244.0
22458,3,129.0340,-210.0709,-394.9154,2368.0
22459,1,158.0555,-206.2758,-389.3344,1892.0
22459,2,158.7252,-190.8721,-389.7809,2240.0
22459,3,129.0340,-209.6244,-395.1387,2368.0
22462,1,158.0555,-205.1596,-389.7809,1884.0
22462,2,158.7252,-189.7559,-390.2273,2232.0
22462,3,129.0340,-208.5082,-395.8084,2364.0
22463,1,158.0555,-204.7131,-390.0041,1880.0
22463,2,158.7252,-189.3094,-390.4506,2228.0
22463,3,129.0340,-207.8385,-396.0316,2360.0
22465,1,158.0555,-204.0434,-390.4506,1872.0
22465,2,158.7252,-188.8629,-390.6738,2228.0
22465,3,129.0340,-207.3920,-396.2549,2360.0
22466,1,158.0555,-203.5969,-390.6738,1868.0
22466,2,158.7252,-188.1932,-390.8971,2224.0
22466,3,129.0340,-206.7223,-396.4781,2356.0
22467,1,158.0555,-202.9271,-390.8971,1864.0
22467,2,158.5020,-187.7467,-391.1203,2220.0
22467,3,129.0340,-206.2758,-396.7014,2356.0
22469,1,158.0555,-202.4807,-391.1203,1860.0
22469,2,158.5020,-187.0770,-391.3436,2216.0
22469,3,129.0340,-205.6061,-396.9246,2352.0
22470,1,158.0555,-201.8109,-391.3436,1856.0
22470,2,158.5020,-186.6305,-391.5668,2212.0
22470,3,129.0340,-204.9363,-397.1479,2352.0
22472,1,157.8322,-201.3645,-391.5668,1852.0
22472,2,158.5020,-185.9607,-391.7900,2212.0
22472,3,129.0340,-204.4898,-397.3711,2348.0
22473,1,157.8322,-200.6947,-391.7900,1848.0
22473,2,158.5020,-185.5143,-392.0133,2208.0
22473,3,129.0340,-203.8201,-397.5943,2348.0
22474,1,157.8322,-200.2482,-392.0133,1844.0
22474,2,158.5020,-184.8445,-392.2365,2204.0
22474,3,128.8107,-203.3736,-397.8176,2348.0
22476,1,157.8322,-199.5785,-392.2365,1840.0
22476,2,158.5020,-184.3980,-392.4598,2200.0
22476,3,128.8107,-202.7039,-398.0408,2344.0
22477,1,157.8322,-199.1320,-392.4598,1836.0
22477,2,158.5020,-183.9516,-392.6830,2200.0
22477,3,128.8107,-202.2574,-398.2641,2344.0
22478,1,157.8322,-198.4623,-392.6830,1832.0
22478,2,158.5020,-183.2818,-392.9062,2196.0
22478,3,128.8107,-201.5877,-398.4873,2344.0
22480,1,157.8322,-198.0158,-392.9062,1828.0
22480,2,158.5020,-182.8354,-393.1295,2192.0
22480,3,128.8107,-201.1412,-398.7105,2340.0
22481,1,157.8322,-197.3461,-393.1295,1824.0
22481,2,158.5020,-182.1656,-393.1295,2188.0
22481,3,128.8107,-200.4715,-398.9338,2340.0
22482,1,157.8322,-196.8996,-393.3527,1820.0
22482,2,158.5020,-181.7191,-393.3527,2184.0
22482,3,128.8107,-199.8018,-399.1570,2340.0
22484,1,157.8322,-196.2299,-393.5760,1816.0
22484,2,158.5020,-181.0494,-393.5760,2184.0
22484,3,128.8107,-199.3553,-399.3803,2340.0
22487,1,157.8322,-195.1137,-394.0225,1808.0
22487,2,158.5020,-180.1564,-393.7992,2176.0
22487,3,128.8107,-198.2391,-399.8268,2336.0
22488,1,157.8322,-194.6672,-394.2457,1804.0
22488,2,158.5020,-179.4867,-394.0225,2172.0
22488,3,128.8107,-197.5693,-399.8268,2336.0
22489,1,157.8322,-193.9975,-394.2457,1800.0
22489,2,158.2787,-179.0402,-394.2457,2168.0
22489,3,128.8107,-197.1229,-400.0500,2336.0
22491,1,157.8322,-193.5510,-394.4689,1796.0
22491,2,158.2787,-178.3705,-394.4689,2168.0
22491,3,128.8107,-196.4531,-400.2732,2336.0
22493,1,157.8322,-192.4348,-394.9154,1792.0
22493,2,158.2787,-177.2543,-394.6922,2160.0
22493,3,128.8107,-195.3369,-400.7197,2332.0
22495,1,157.8322,-191.7650,-394.9154,1788.0
22495,2,158.2787,-176.8078,-394.9154,2160.0
22495,3,128.8107,-194.8904,-400.7197,2332.0
22496,1,157.6090,-191.3186,-395.1387,1784.0
22496,2,158.2787,-176.1381,-394.9154,2156.0
22496,3,128.8107,-194.2207,-400.9430,2332.0
22498,1,157.6090,-190.6488,-395.3619,1780.0
22498,2,158.2787,-175.6916,-395.1387,2152.0
22498,3,128.8107,-193.5510,-401.1662,2332.0
22500,1,157.6090,-189.5326,-395.5852,1772.0
22500,2,158.2787,-174.3521,-395.3619,2148.0
22500,3,128.8107,-192.4348,-401.3895,2332.0
22502,1,157.6090,-188.8629,-395.8084,1772.0
22502,2,158.2787,-173.9057,-395.5852,2144.0
22502,3,128.8107,-191.9883,-401.6127,2328.0
22503,1,157.6090,-188.4164,-395.8084,1768.0
22503,2,158.2787,-173.2359,-395.5852,2144.0
22503,3,128.8107,-191.3186,-401.6127,2328.0
22504,1,157.6090,-187.7467,-396.0316,1764.0
22504,2,158.2787,-172.7895,-395.8084,2140.0
22504,3,128.8107,-190.6488,-401.8359,2328.0
22506,1,157.6090,-187.3002,-396.0316,1760.0
22506,2,158.2787,-172.1197,-395.8084,2140.0
22506,3,128.8107,-190.2023,-402.0592,2328.0
22507,1,157.6090,-186.6305,-396.2549,1760.0
22507,2,158.2787,-171.4500,-395.8084,2136.0
22507,3,128.8107,-189.5326,-402.0592,2328.0
22508,1,157.6090,-185.9607,-396.2549,1756.0
22508,2,158.2787,-171.0035,-396.0316,2136.0
22508,3,128.8107,-188.8629,-402.2824,2328.0
22511,1,157.6090,-184.8445,-396.4781,1748.0
22511,2,158.2787,-169.8873,-396.2549,2128.0
22511,3,128.8107,-187.7467,-402.2824,2328.0
22513,1,157.6090,-184.3980,-396.7014,1744.0
22513,2,158.0555,-169.2176,-396.2549,2128.0
22513,3,128.8107,-187.0770,-402.5057,2328.0
22514,1,157.6090,-183.7283,-396.7014,1744.0
22514,2,158.0555,-168.7711,-396.2549,2124.0
22514,3,128.8107,-186.6305,-402.5057,2328.0
22515,1,157.6090,-183.0586,-396.9246,1740.0
22515,2,158.0555,-168.1014,-396.4781,2124.0
22515,3,128.8107,-185.9607,-402.7289,2328.0
22517,1,157.6090,-182.6121,-396.9246,1736.0
22517,2,158.0555,-167.6549,-396.4781,2120.0
22517,3,128.8107,-185.2910,-402.7289,2328.0
22518,1,157.6090,-181.9424,-396.9246,1732.0
22518,2,158.0555,-166.9852,-396.4781,2120.0
22518,3,128.8107,-184.8445,-402.7289,2328.0
22519,1,157.3857,-181.4959,-397.1479,1732.0
22519,2,158.0555,-166.5387,-396.4781,2116.0
22519,3,128.8107,-184.1748,-402.9521,2328.0
22521,1,157.3857,-180.8262,-397.1479,1728.0
22521,2,158.0555,-165.8689,-396.7014,2116.0
22521,3,128.8107,-183.7283,-402.9521,2328.0
22522,1,157.3857,-180.3797,-397.1479,1724.0
22522,2,158.0555,-165.4225,-396.7014,2112.0
22522,3,128.8107,-183.0586,-402.9521,2328.0
22523,1,157.3857,-179.7100,-397.1479,1720.0
22523,2,158.0555,-164.7527,-396.7014,2112.0
22523,3,128.8107,-182.8354,-402.9521,2324.0
22525,1,157.3857,-179.0402,-397.3711,1720.0
22525,2,158.0555,-164.0830,-396.7014,2108.0
22525,3,128.8107,-182.6121,-403.1754,2320.0
22526,1,157.3857,-178.5938,-397.3711,1716.0
22526,2,158.0555,-163.6365,-396.7014,2108.0
22526,3,128.5875,-182.3889,-403.1754,2316.0
22528,1,157.3857,-177.9240,-397.3711,1712.0
22528,2,158.0555,-162.9668,-396.7014,2104.0
22528,3,128.5875,-181.9424,-403.1754,2316.0
22529,1,157.3857,-177.4775,-397.3711,1712.0
22529,2,158.0555,-162.5203,-396.7014,2100.0
22529,3,128.5875,-181.4959,-403.1754,2316.0
22530,1,157.3857,-176.8078,-397.3711,1708.0
22530,2,158.0555,-161.8506,-396.7014,2100.0
22530,3,128.5875,-181.0494,-403.1754,2312.0
22532,1,157.3857,-176.1381,-397.3711,1704.0
22532,2,158.0555,-161.4041,-396.7014,2096.0
22532,3,128.5875,-180.3797,-403.1754,2316.0
22534,1,157.3857,-175.0219,-397.5943,1700.0
22534,2,158.0555,-160.2879,-396.7014,2092.0
22534,3,128.5875,-179.0402,-403.3986,2316.0
22536,1,157.3857,-174.5754,-397.5943,1696.0
22536,2,158.0555,-159.6182,-396.7014,2092.0
22536,3,128.5875,-178.3705,-403.3986,2316.0
22537,1,157.3857,-173.9057,-397.5943,1696.0
22537,2,158.0555,-159.1717,-396.7014,2088.0
22537,3,128.5875,-177.7008,-403.3986,2320.0
22538,1,157.3857,-173.2359,-397.5943,1692.0
22538,2,158.0555,-158.5020,-396.7014,2088.0
22538,3,128.5875,-177.0311,-403.3986,2320.0
22540,1,157.3857,-172.7895,-397.5943,1692.0
22540,2,158.0555,-158.0555,-396.7014,2084.0
22540,3,128.5875,-176.3613,-403.3986,2320.0
22541,1,157.1625,-172.1197,-397.5943,1688.0
22541,2,157.8322,-157.3857,-396.7014,2080.0
22541,3,128.5875,-175.6916,-403.3986,2320.0
22543,1,157.1625,-171.6732,-397.5943,1688.0
22543,2,157.8322,-156.9393,-396.7014,2080.0
22543,3,128.5875,-175.0219,-403.3986,2320.0
22544,1,157.1625,-171.0035,-397.5943,1684.0
22544,2,157.8322,-156.2695,-396.7014,2076.0
22544,3,128.5875,-174.3521,-403.3986,2320.0
22545,1,157.1625,-170.5570,-397.3711,1684.0
22545,2,157.8322,-155.8230,-396.7014,2076.0
22545,3,128.5875,-173.9057,-403.3986,2320.0
22548,1,157.1625,-169.2176,-397.3711,1680.0
22548,2,157.8322,-154.4836,-396.4781,2072.0
22548,3,128.5875,-172.7895,-403.3986,2320.0
22549,1,157.1625,-168.7711,-397.3711,1680.0
22549,2,157.8322,-154.0371,-396.4781,2072.0
22549,3,128.5875,-172.1197,-403.3986,2320.0
22551,1,157.1625,-168.1014,-397.3711,1680.0
22551,2,157.8322,-153.3674,-396.4781,2068.0
22551,3,128.5875,-171.4500,-403.1754,2320.0
22552,1,157.1625,-167.6549,-397.3711,1676.0
22552,2,157.8322,-152.9209,-396.4781,2068.0
22552,3,128.8107,-171.0035,-403.1754,2320.0
22553,1,157.1625,-166.9852,-397.3711,1676.0
22553,2,157.8322,-152.2512,-396.4781,2064.0
22553,3,128.8107,-170.3338,-403.1754,2320.0
22555,1,157.1625,-166.3154,-397.1479,1676.0
22555,2,157.8322,-151.8047,-396.2549,2064.0
22555,3,128.8107,-169.8873,-403.1754,2320.0
22556,1,157.1625,-165.8689,-397.1479,1676.0
22556,2,157.8322,-151.1350,-396.2549,2060.0
22556,3,128.8107,-169.2176,-403.1754,2320.0
22558,1,157.1625,-165.1992,-397.1479,1676.0
22558,2,157.8322,-150.4652,-396.2549,2060.0
22558,3,128.8107,-168.5479,-403.1754,2320.0
22562,1,157.1625,-163.4133,-396.9246,1672.0
22562,2,157.8322,-148.9025,-396.0316,2056.0
22562,3,128.8107,-166.9852,-402.9521,2320.0
22563,1,157.1625,-162.9668,-396.9246,1672.0
22563,2,157.8322,-148.2328,-395.8084,2052.0
22563,3,128.8107,-166.3154,-402.9521,2320.0
